Feature ID,Angle_Version,DCT_1,DCT_2,DCT_3,DCT_4,DCT_5,DCT_6,DCT_7,DCT_8,DCT_9,DCT_10,DCT_11,DCT_12,DCT_13,DCT_14,DCT_15,DCT_16,DCT_17,DCT_18,DCT_19,DCT_20,DCT_21,DCT_22,DCT_23,DCT_24,DCT_25,DCT_26,DCT_27,DCT_28,DCT_29,DCT_30,DCT_31,DCT_32,DCT_33,DCT_34,DCT_35,DCT_36,DCT_37,DCT_38,DCT_39,DCT_40,DCT_41,DCT_42,DCT_43,DCT_44,DCT_45,DCT_46,DCT_47,DCT_48,DCT_49,DCT_50,DCT_51,DCT_52,DCT_53,DCT_54,DCT_55,DCT_56,DCT_57,DCT_58,DCT_59,DCT_60,DCT_61,DCT_62,DCT_63,DCT_64,DCT_65,DCT_66,DCT_67,DCT_68,DCT_69,DCT_70,DCT_71,DCT_72,DCT_73,DCT_74,DCT_75,DCT_76,DCT_77,DCT_78,DCT_79,DCT_80,DCT_81,DCT_82,DCT_83,DCT_84,DCT_85,DCT_86,DCT_87,DCT_88,DCT_89,DCT_90,DCT_91,DCT_92,DCT_93,DCT_94,DCT_95,DCT_96,DCT_97,DCT_98,DCT_99,DCT_100,DCT_101,DCT_102,DCT_103,DCT_104,DCT_105,DCT_106,DCT_107,DCT_108,DCT_109,DCT_110,DCT_111,DCT_112,DCT_113,DCT_114,DCT_115,DCT_116,DCT_117,DCT_118,DCT_119,DCT_120,DCT_121,DCT_122,DCT_123,DCT_124,DCT_125,DCT_126,DCT_127,DCT_128,DCT_129,DCT_130,DCT_131,DCT_132,DCT_133,DCT_134,DCT_135,DCT_136,DCT_137,DCT_138,DCT_139,DCT_140,DCT_141,DCT_142,DCT_143,DCT_144,DCT_145,DCT_146,DCT_147,DCT_148,DCT_149,DCT_150,DCT_151,DCT_152,DCT_153,DCT_154,DCT_155,DCT_156,DCT_157,DCT_158,DCT_159,DCT_160,DCT_161,DCT_162,DCT_163,DCT_164,DCT_165,DCT_166,DCT_167,DCT_168,DCT_169,DCT_170,DCT_171,DCT_172,DCT_173,DCT_174,DCT_175,DCT_176,DCT_177,DCT_178,DCT_179,DCT_180,DCT_181,DCT_182,DCT_183,DCT_184,DCT_185,DCT_186,DCT_187,DCT_188,DCT_189,DCT_190,DCT_191,DCT_192,DCT_193,DCT_194,DCT_195,DCT_196,DCT_197,DCT_198,DCT_199,DCT_200,DCT_201,DCT_202,DCT_203,DCT_204,DCT_205,DCT_206,DCT_207,DCT_208,DCT_209,DCT_210,DCT_211,DCT_212,DCT_213,DCT_214,DCT_215,DCT_216,DCT_217,DCT_218,DCT_219,DCT_220,DCT_221,DCT_222,DCT_223,DCT_224,DCT_225
1000,1,100883.1,44196.3575,39152.13791,29875.55275,-28759.96208,24347.58621,15890.09111,-11705.90284,-11028.98322,10242.52188,-9343.402613,-9005.443742,-8861.234644,8329.730822,-8133.9454,7947.672921,-7345.604125,7291.864102,7276.85195,-7082.754421,6946.156467,6850.351409,6646.994639,6470.533488,6450.681396,-6287.243289,-6199.514665,-6163.810714,5953.398876,-5781.249493,-5682.395676,-5665.396979,-5552.407108,-5529.695131,-5062.401995,-5019.499577,-5010.579922,4913.625745,-4774.501391,-4727.436106,-4689.410389,4671.250471,4614.900126,-4545.365267,-4522.816112,4444.183615,-4412.342511,-4406.692811,4395.949032,4365.918376,-4312.623142,4032.520773,4029.248038,4005.028153,-3996.98361,3977.770531,3903.787506,-3895.093552,3892.503193,3735.10234,3734.157103,3681.769911,-3659.703609,3649.689439,3626.090875,-3617.454214,-3596.601727,-3568.248121,3523.673121,-3475.398338,3413.007624,3390.650678,-3389.784742,3385.764498,-3374.21651,-3312.670393,-3295.179831,-3294.990237,3293.106914,-3251.786126,3229.525841,-3226.532757,-3183.82117,-3165.088744,3059.51109,-3054.842836,-3025.398526,3016.472845,3016.450497,3015.235257,3000.525495,-2944.432987,2888.389937,-2872.738777,-2872.594533,2832.368479,2830.047126,-2814.402459,-2812.232062,-2804.307398,-2788.267797,2774.750433,2758.955737,-2689.563709,2684.15171,2677.065986,2673.554058,-2653.299015,-2625.346475,2593.771536,-2576.850037,-2568.289075,2541.484554,2537.096206,2530.689415,2509.771867,2501.376133,-2487.424893,2416.474518,2415.60572,2411.3753,-2401.283894,-2399.092253,-2387.152448,-2375.033371,-2374.514769,-2347.157496,-2325.954846,-2321.66974,2302.495823,2301.288242,2292.984829,2267.657398,2264.165997,-2263.95535,-2243.049571,-2214.621473,-2208.387054,2195.874883,-2194.392233,2183.059327,2181.416294,-2150.558655,-2149.622182,2137.32863,-2127.461387,2122.733876,-2118.3535,2107.523178,2106.281562,2089.78776,2088.962001,2078.52529,2077.782034,-2076.988447,-2073.304444,2071.320052,2066.923664,2064.954742,2064.268363,2063.069427,2059.901812,-2049.911505,-2045.145145,-2022.106674,2017.114449,2009.918622,-2008.999055,-1993.698857,-1991.909426,1961.487484,1942.117896,1929.994232,1929.221937,-1927.660855,-1917.671941,1916.028004,-1908.341644,1905.261205,1903.073643,1902.915093,-1900.008484,1898.585443,-1884.347403,1880.154366,1878.761981,-1872.394125,-1872.281932,1853.450879,-1828.303028,1823.206977,-1810.944597,1808.892563,-1805.724012,-1805.499164,1793.665635,-1772.726525,-1766.633535,1735.138052,1732.403915,1725.148947,-1716.977693,-1714.030552,-1712.348095,-1707.286603,1705.788269,1705.39874,-1704.885819,-1699.053589,1697.416699,1697.215411,-1694.381969,1684.548013,1680.648749,1678.740222,1675.189158,-1669.116657,1661.647912,1659.868578,-1655.39984,1655.010902,-1651.792294,1649.421476,1648.202148,-1644.673909
